index,age_yr,age_class,ppt_mm,GSppt_mm,GSinvkT,AinvkT,GSinvBoltzT,AinvBoltzT,lgs_mo,biomass_gm2,anpp_gm2y,ln_biomass,ln_npp,alpha,npp_gs,ln_npp_gs,npp_M,ln_npp_M,npp_gs_M,ln_npp_gs_M,T_gs,T_ma
295,34,0-40,629.8,573.3,40.10504232,41.15844632,40.11489553,41.20747418,7,11217,933,9.325185764,6.838405201,0.995,133.2857143,4.892495052,0.087147374,-2.440154634,0.012449625,-4.386064783,16.21428571,8.808333333
296,34,0-40,1218.6,1114.2,39.69998378,40.2321613,39.71909654,40.26890088,9,11415,1213,9.342683559,7.100851909,0.995,134.7777778,4.903627332,0.111345396,-2.195118232,0.012371711,-4.39234281,19.16666667,15.3
297,34,0-40,1564.2,1564.2,40.20892854,40.20892854,40.23660399,40.23660399,12,17882,1873,9.791549899,7.535296702,0.995,156.0833333,5.050390053,0.109997741,-2.207295447,0.009166478,-4.692202097,15.46666667,15.46666667
298,34,0-40,1775.6,1775.6,39.90818258,39.90818258,39.93491304,39.93491304,12,21476,1917,9.974691312,7.558516743,0.995,159.75,5.073610093,0.093827141,-2.366301112,0.007818928,-4.851207762,17.64166667,17.64166667
299,34,0-40,1218.6,1114.2,39.69998378,40.2321613,39.71909654,40.26890088,9,12887,1175,9.46397433,7.069023427,0.995,130.5555556,4.871798849,0.095595357,-2.347631032,0.010621706,-4.544855609,19.16666667,15.3
300,35,0-40,472,310.6,40.39554537,43.42092888,40.39644809,43.58988451,3,6067,601,8.710619528,6.398594935,0.995,200.3333333,5.299982646,0.103470214,-2.268471496,0.034490071,-3.367083784,14.13333333,-5.883333333
301,35,0-40,674.5,601.2,40.07536493,41.09286291,40.0848697,41.13877202,7,3136,286,8.050703381,5.655991811,0.995,40.85714286,3.710081662,0.094944948,-2.354458054,0.013563564,-4.300368203,16.42857143,9.258333333
302,35,0-40,672.9,611.5,40.40626152,41.49076484,40.4165545,41.542259,7,4635,421,8.441391478,6.042632834,0.995,60.14285714,4.096722685,0.094746376,-2.356551687,0.013535197,-4.302461836,14.05714286,6.55
303,35,0-40,380.7,364.4,40.05362941,41.369973,40.06877068,41.4464498,7,11582,941,9.357207448,6.84694314,0.995,134.4285714,4.901032991,0.085138301,-2.463478271,0.012162614,-4.40938842,16.58571429,7.366666667
304,35,0-40,656.9,550.7,40.08208796,42.22291041,40.08846471,42.34306114,5,15297,1213,9.63541201,7.100851909,0.995,242.6,5.491413997,0.083210392,-2.486383041,0.016642078,-4.095820953,16.38,1.7
305,35,0-40,665.5,604.3,40.29002776,41.35154649,40.30005365,41.40115873,7,6027,802,8.704004653,6.687108608,0.995,114.5714286,4.741198459,0.138986841,-1.973376022,0.019855263,-3.919286171,14.88571429,7.491666667
306,35,0-40,674.2,612.4,40.4344185,41.55390538,40.44500479,41.60891699,7,6234,817,8.73777346,6.705639095,0.995,116.7142857,4.759728946,0.136908084,-1.988445498,0.019558298,-3.934355647,13.85714286,6.125
307,35,0-40,623,511.1,40.07101594,41.98993008,40.07636757,42.08522982,5,9046,1277,9.11007795,7.152268856,0.995,255.4,5.542830944,0.147746294,-1.912258704,0.029549259,-3.521696617,16.46,3.225
308,35,0-40,600.6,486.8,40.16254344,42.07111662,40.1677884,42.16391972,5,17635,1888,9.777640843,7.543273347,0.995,377.6,5.933835434,0.112423837,-2.185479292,0.022484767,-3.794917204,15.8,2.691666667
309,35,0-40,635.2,574,40.27804174,41.32087209,40.28799145,41.36900083,7,5389,549,8.592115118,6.308098442,0.995,78.42857143,4.362188292,0.106346133,-2.241056101,0.015192305,-4.18696625,14.97142857,7.7
310,35,0-40,694.7,630.1,40.45455466,41.5390315,40.4648987,41.59050627,7,6220,629,8.735525186,6.444131257,0.995,89.85714286,4.498221108,0.105640199,-2.247716303,0.015091457,-4.193626452,13.71428571,6.225
311,35,0-40,614.1,485.3,40.24890551,41.76075902,40.2523192,41.81783154,5,11908,1088,9.384965722,6.992096427,0.995,217.6,5.382658515,0.09575672,-2.345944466,0.019151344,-3.955382379,15.18,4.741666667
312,35,0-40,465.7,380.5,40.09039599,41.74823968,40.09407854,41.81747018,5,5796,607,8.664923303,6.408528791,0.995,121.4,4.799090879,0.109364395,-2.213069896,0.021872879,-3.822507808,16.32,4.825
313,35,0-40,29.7,8.6,38.76721873,40.66092531,38.76721873,40.72601284,1,8837,725,9.086702732,6.586171655,0.995,725,6.586171655,0.085854819,-2.455097563,0.085854819,-2.455097563,26.2,12.25833333
314,35,0-40,1722,1722,39.75551775,39.75551775,39.77848644,39.77848644,12,22216,2016,10.00856803,7.608870629,0.995,168,5.123963979,0.095402112,-2.34965456,0.007950176,-4.834561209,18.75833333,18.75833333
315,35,0-40,1718.4,1718.4,40.1185766,40.1185766,40.14227419,40.14227419,12,23084,2350,10.04689502,7.762170607,0.995,195.8333333,5.277263957,0.107046717,-2.234489934,0.00892056,-4.719396583,16.11666667,16.11666667
316,35,0-40,1103.2,1103.2,40.34755993,40.34755993,40.37180809,40.37180809,12,8987,912,9.103534368,6.81563999,0.995,76,4.33073334,0.106205784,-2.242376706,0.008850482,-4.727283356,14.475,14.475
317,35,0-40,1308.8,1308.8,40.36159265,40.36159265,40.38446374,40.38446374,12,13802,1426,9.532568788,7.262628601,0.995,118.8333333,4.777721951,0.10836205,-2.222277343,0.009030171,-4.707183993,14.375,14.375
318,35,0-40,1308.8,1308.8,39.999886,39.999886,40.01962768,40.01962768,12,20011,1970,9.904037401,7.585788822,0.995,164.1666667,5.100882172,0.103443636,-2.268728393,0.008620303,-4.753635042,16.975,16.975
319,35,0-40,1290.3,1256.9,40.33003276,40.46597405,40.35108171,40.49050344,11,13655,1347,9.521861034,7.205635176,0.995,122.4545455,4.807739904,0.103455206,-2.268616552,0.009405019,-4.666511825,14.6,13.63333333
320,35,0-40,1239.6,1217.3,40.0064673,40.13129394,40.02307818,40.15095713,11,12432,1243,9.428029073,7.125283092,0.995,113,4.727387819,0.104810027,-2.255605836,0.009528184,-4.653501109,16.92727273,16.025
321,35,0-40,1678.1,1678.1,40.04244152,40.04244152,40.06755033,40.06755033,12,21314,1863,9.967119413,7.529943371,0.995,155.25,5.045036721,0.091873702,-2.387340445,0.007656142,-4.872247095,16.66666667,16.66666667
322,35,0-40,1586.8,1528,40.22328744,40.36393238,40.24661868,40.39094532,11,17037,1755,9.743142729,7.470224136,0.995,159.5454545,5.072328863,0.108153596,-2.224202879,0.009832145,-4.622098152,15.36363636,14.35833333
323,35,0-40,1509.3,1509.3,40.15675282,40.15675282,40.1886027,40.1886027,12,14486,1273,9.580937945,7.149131599,0.995,106.0833333,4.664224949,0.09219018,-2.383901656,0.007682515,-4.868808306,15.84166667,15.84166667
324,35,0-40,1126.1,1055,40.53507552,40.82662067,40.5401265,40.83687829,9,24707,1868,10.11484188,7.532623619,0.995,207.5555556,5.335399041,0.079528164,-2.531644055,0.008836463,-4.728868632,13.14444444,11.1
325,35,0-40,1377.6,1377.6,40.01022902,40.01022902,40.04501953,40.04501953,12,10739,1260,9.281637254,7.138867,0.995,105,4.65396035,0.122902728,-2.096362068,0.010241894,-4.581268717,16.9,16.9
326,35,0-40,1544,1544,40.0389877,40.0389877,40.07240079,40.07240079,12,13302,1666,9.495669679,7.418180823,0.995,138.8333333,4.933274173,0.131334141,-2.030010508,0.010944512,-4.514917158,16.69166667,16.69166667
327,35,0-40,821.4,687.9,40.6936849,41.24866062,40.69678858,41.26188777,7,10788,829,9.286189684,6.720220155,0.995,118.4285714,4.774310006,0.080496741,-2.519538581,0.011499534,-4.46544873,12.02857143,8.191666667
328,35,0-40,951.7,829.6,40.57579405,41.09407552,40.57818347,41.10546507,7,9639,741,9.173572648,6.608000625,0.995,105.8571429,4.662090476,0.080483414,-2.519704159,0.011497631,-4.465614308,12.85714286,9.25
329,35,0-40,1035.1,1035.1,40.29036081,40.29036081,40.29998262,40.29998262,12,10013,764,9.211639528,6.638567789,0.995,63.66666667,4.153661139,0.079897274,-2.527013541,0.006658106,-5.011920191,14.88333333,14.88333333
330,35,0-40,848.6,762.8,40.50094403,41.35891512,40.50902997,41.39144926,7,17074,1531,9.745312118,7.333676396,0.995,218.7142857,5.387766247,0.094145939,-2.362909161,0.01344942,-4.30881931,13.38571429,7.441666667
331,35,0-40,457.2,167.4,41.52045412,42.73733408,41.52046608,42.75982565,2,8413,854,9.037533408,6.749931194,0.995,427,6.056784013,0.106201765,-2.242414547,0.053100883,-2.935561727,6.35,-1.608333333
332,35,0-40,1806.8,1806.8,40.19152158,40.19152158,40.2155021,40.2155021,12,30810,2062,10.33559459,7.631431665,0.995,171.8333333,5.146525015,0.070475866,-2.652484954,0.005872989,-5.137391604,15.59166667,15.59166667
333,36,0-40,488,387.8,40.44247056,43.03315816,40.44830821,43.18423588,4,6631,673,8.799510901,6.51174533,0.995,168.25,5.125450969,0.106058122,-2.243768017,0.02651453,-3.630062378,13.8,-3.475
334,36,0-40,726.1,642.1,40.1466646,41.15236499,40.15608456,41.19708168,7,3261,295,8.089789176,5.686975356,0.995,42.14285714,3.741065207,0.094197195,-2.362364874,0.013456742,-4.308275023,15.91428571,8.85
335,36,0-40,610.3,553.8,40.12881591,41.17791866,40.13869404,41.22666086,7,3766,331,8.233768709,5.802118375,0.995,47.28571429,3.856208226,0.091585576,-2.39048149,0.013083654,-4.336391639,16.04285714,8.675
336,36,0-40,623.8,566.1,40.24412003,41.30003948,40.25411689,41.34920701,7,4657,419,8.446126743,6.03787092,0.995,59.85714286,4.091960771,0.093853034,-2.366025189,0.013407576,-4.311935338,15.21428571,7.841666667
337,36,0-40,657.4,595.2,40.44247056,41.51055297,40.45270247,41.56062042,7,8507,763,9.048644633,6.637258031,0.995,109,4.691347882,0.093841942,-2.366143379,0.013405992,-4.312053528,13.8,6.416666667
338,36,0-40,657.4,595.2,40.44247056,41.51055297,40.45270247,41.56062042,7,4289,383,8.363808885,5.948034989,0.995,54.71428571,4.00212484,0.093111754,-2.373954851,0.013301679,-4.319865,13.8,6.416666667
339,36,0-40,498.9,478.7,39.98069172,41.30493938,39.99475011,41.3823596,7,12645,1082,9.445017159,6.986566459,0.995,154.5714286,5.04065631,0.089705283,-2.411225614,0.01281504,-4.357135763,17.11428571,7.808333333
340,36,0-40,604.4,582.9,40.01329464,40.61823045,40.035859,40.66405832,9,4854,589,8.487558386,6.378426184,0.995,65.44444444,4.181201606,0.12660359,-2.066694411,0.014067066,-4.263918988,16.87777778,12.55833333
341,36,0-40,629.1,569.3,40.23614675,41.28657074,40.24607374,41.33530354,7,5042,627,8.525558108,6.440946541,0.995,89.57142857,4.495036392,0.129771019,-2.041983777,0.018538717,-3.987893926,15.27142857,7.933333333
342,36,0-40,629.8,573.3,40.10504232,41.15844632,40.11489553,41.20747418,7,6946,671,8.845921233,6.508769137,0.995,95.85714286,4.562858988,0.100970944,-2.29292249,0.014424421,-4.238832639,16.21428571,8.808333333
343,36,0-40,576.3,526.1,40.18240966,41.27311079,40.19271502,41.32584051,7,6312,839,8.750207863,6.732210706,0.995,119.8571429,4.786300557,0.138865962,-1.974246117,0.019837995,-3.920156266,15.65714286,8.025
344,36,0-40,576.6,527.2,40.50700266,41.68076475,40.5184848,41.74114313,7,6656,865,8.803273983,6.762729507,0.995,123.5714286,4.816819358,0.13580597,-1.996528106,0.019400853,-3.942438255,13.34285714,5.275
345,36,0-40,551.6,505.7,40.41631308,41.61350758,40.42800007,41.67647709,7,7974,984,8.983941528,6.891625897,0.995,140.5714286,4.945715748,0.129070576,-2.047395923,0.018438654,-3.993306072,13.98571429,5.725
346,36,0-40,1296,1296,39.95971395,39.95971395,39.98042398,39.98042398,12,22057,2089,10.00138529,7.644440762,0.995,174.0833333,5.159534112,0.099565695,-2.306937603,0.008297141,-4.791844253,17.26666667,17.26666667
347,36,0-40,485.3,402.1,40.21821842,42.70718937,40.22562939,42.86832341,5,6655,689,8.803123731,6.535241271,0.995,137.8,4.925803359,0.108189946,-2.223866841,0.021637989,-3.833304754,15.4,-1.416666667
348,36,0-40,661,596.5,40.37212359,41.42288679,40.38204863,41.47140044,7,6705,666,8.810608796,6.501289671,0.995,95.14285714,4.555379521,0.103802411,-2.265266081,0.014828916,-4.21117623,14.3,7.008333333
349,36,0-40,668.7,607.8,40.30202093,41.37243111,40.31210712,41.42278848,7,9159,857,9.122492281,6.753437919,0.995,122.4285714,4.80752777,0.097935919,-2.323441901,0.013990846,-4.26935205,14.8,7.35
350,36,0-40,591.6,541.8,40.50700266,41.68076475,40.5184848,41.74114313,7,11981,1162,9.391077341,7.057897937,0.995,166,5.111987788,0.101649565,-2.286224017,0.014521366,-4.232134166,13.34285714,5.275
351,36,0-40,813.6,776.2,40.19036165,40.72990059,40.20985002,40.7672613,9,13515,1366,9.511555459,7.21964204,0.995,151.7777778,5.022417463,0.105995818,-2.244355641,0.011777313,-4.441580219,15.6,11.775
352,36,0-40,1276.5,1276.5,39.96200732,39.96200732,39.97994643,39.97994643,12,6746,684,8.816705016,6.527957918,0.995,57,4.043051268,0.105963183,-2.244663573,0.008830265,-4.729570223,17.25,17.25
353,36,0-40,112.6,102.8,40.50920625,40.62060004,40.52121324,40.63508101,11,9842,814,9.194414221,6.701960366,0.995,74,4.304065093,0.086597721,-2.446481784,0.00787252,-4.844377057,13.32727273,12.54166667
354,36,0-40,98.2,98.2,40.20660674,40.20660674,40.23242882,40.23242882,12,16148,1341,9.689551482,7.201170883,0.995,111.75,4.716264233,0.087166705,-2.439932841,0.007263892,-4.924839491,15.48333333,15.48333333
355,36,0-40,1067.8,1067.8,40.37914727,40.37914727,40.40298164,40.40298164,12,12731,1148,9.451795243,7.045776577,0.995,95.66666667,4.560869927,0.094537406,-2.35875969,0.007878117,-4.84366634,14.25,14.25
356,37,0-40,500.6,440.7,40.65214182,42.82012272,40.65835672,42.93658347,5,11052,1042,9.310366686,6.948897222,0.995,208.4,5.33945931,0.09877432,-2.31491763,0.019754864,-3.924355543,12.32,-2.133333333
357,37,0-40,641.6,580.5,40.30802019,41.36874405,40.31809273,41.41842152,7,8863,777,9.089640587,6.65544035,0.995,111,4.709530201,0.091744106,-2.388752033,0.013106301,-4.334662182,14.75714286,7.375
358,37,0-40,595.5,543.4,40.35206938,41.46111799,40.36259083,41.51534975,7,5169,711,8.550434525,6.56667243,0.995,101.5714286,4.620762281,0.143558893,-1.941009923,0.020508413,-3.886920072,14.44285714,6.75
359,37,0-40,656.3,542.1,39.99368276,42.10036977,40.00003421,42.21680664,5,13350,1306,9.499271664,7.17472431,0.995,261.2,5.565286397,0.102586288,-2.277050996,0.020517258,-3.886488908,17.02,2.5
360,37,0-40,725.3,645.7,40.12485169,41.13656193,40.13433982,41.18179629,7,8346,1110,9.029537661,7.012115294,0.995,158.5714286,5.066205145,0.139139997,-1.972274679,0.019877142,-3.918184828,16.07142857,8.958333333
361,37,0-40,677.5,606.4,40.15063313,41.16939724,40.16013373,41.21513028,7,5287,657,8.573006256,6.487684018,0.995,93.85714286,4.541773869,0.129709596,-2.042457206,0.018529942,-3.988367356,15.88571429,8.733333333
362,37,0-40,622.4,564.5,40.31002034,41.38226647,40.32018784,41.43299811,7,4929,633,8.502891407,6.450470422,0.995,90.42857143,4.504560273,0.1340012,-2.009906528,0.019143029,-3.955816677,14.74285714,7.283333333
363,37,0-40,551.6,505.7,40.41631308,41.61350758,40.42800007,41.67647709,7,8890,1152,9.092682329,7.049254841,0.995,164.5714286,5.103344692,0.135611096,-1.997964076,0.019373014,-3.943874225,13.98571429,5.725
364,37,0-40,470.5,429.3,40.22054156,41.69574032,40.23092513,41.76954292,6,7937,788,8.979290649,6.66949809,0.995,131.3333333,4.877738621,0.103840822,-2.264896106,0.017306804,-4.056655575,15.38333333,5.175
365,37,0-40,625.2,490.9,40.26007607,42.06349204,40.26509486,42.14606772,5,17673,1828,9.77979333,7.510977752,0.995,365.6,5.90153984,0.108618166,-2.219916612,0.021723633,-3.829354524,15.1,2.741666667
366,37,0-40,498.9,478.7,40.05560439,41.35277441,40.06968848,41.42708644,7,15327,1608,9.637371258,7.38274645,0.995,229.7142857,5.436836301,0.110092104,-2.206437952,0.015727443,-4.152348101,16.57142857,7.483333333
367,37,0-40,491.8,401.4,40.34405328,41.86496005,40.34752791,41.92262402,5,8602,843,9.059750013,6.736966958,0.995,168.6,5.127529046,0.102541846,-2.277484305,0.020508369,-3.886922218,14.5,4.05
368,37,0-40,571.4,522.8,40.27804174,41.49447368,40.29006406,41.55983532,7,8700,807,9.071078305,6.693323668,0.995,115.2857143,4.747413519,0.097062591,-2.332399245,0.013866084,-4.278309394,14.97142857,6.525
369,37,0-40,589,469.3,40.32722982,41.9002296,40.33077153,41.96186796,5,9685,909,9.178333576,6.812345094,0.995,181.8,5.202907182,0.098264072,-2.320096814,0.019652814,-3.929534726,14.62,3.816666667
370,37,0-40,1133.7,1133.7,40.3370418,40.3370418,40.35968709,40.35968709,12,34049,2772,10.43555594,7.92732436,0.995,231,5.442417711,0.08577276,-2.456053803,0.00714773,-4.940960452,14.55,14.55
371,38,0-40,629.1,567.5,40.08920891,41.12562847,40.09889395,41.17315842,7,5366,463,8.587838031,6.137727054,0.995,66.14285714,4.191816905,0.090069671,-2.407171787,0.012867096,-4.353081936,16.32857143,9.033333333
372,38,0-40,641.6,580.5,40.30802019,41.36874405,40.31809273,41.41842152,7,6070,529,8.711113884,6.270988432,0.995,75.57142857,4.325078283,0.091029661,-2.396569883,0.013004237,-4.342480032,14.75714286,7.375
373,38,0-40,667.3,603.2,40.52114652,41.59113673,40.53132102,41.64121657,7,7008,609,8.854807633,6.411818268,0.995,87,4.465908119,0.090834571,-2.398715327,0.012976367,-4.344625476,13.24285714,5.875
374,38,0-40,538,446.7,39.93313006,41.98866403,39.93887777,42.09824795,5,8020,728,8.989693701,6.590301048,0.995,145.6,4.980863136,0.094946265,-2.354444184,0.018989253,-3.963882097,17.46,3.233333333
375,38,0-40,569,447.9,39.97990466,41.83226287,39.98489777,41.92001047,5,12098,1106,9.400795429,7.008505182,0.995,221.2,5.39906727,0.095819768,-2.345286269,0.019163954,-3.954724182,17.12,4.266666667
376,38,0-40,652.2,587.2,40.06548222,41.08801319,40.07516898,41.13457323,7,8093,754,8.998754769,6.625392368,0.995,107.7142857,4.679482219,0.097454602,-2.328368628,0.013922086,-4.274278777,16.5,9.291666667
377,38,0-40,712.1,640.4,40.65905978,41.72072354,40.66923423,41.7699246,7,8839,1106,9.086929027,7.008505182,0.995,158,5.062595033,0.130943519,-2.0329892,0.018706217,-3.978899349,12.27142857,5.008333333
378,38,0-40,573.7,450.3,39.96338347,41.78205914,39.96823268,41.86640592,5,17359,1925,9.761866383,7.562681247,0.995,385,5.953243334,0.116440391,-2.150375804,0.023288078,-3.759813717,17.24,4.6
379,38,0-40,304.6,255,40.11534075,41.84483267,40.11967593,41.91948224,5,12976,1423,9.470856776,7.260522598,0.995,284.6,5.651084686,0.114981976,-2.162979894,0.022996395,-3.772417807,16.14,4.183333333
380,38,0-40,614.1,485.3,40.24890551,41.76075902,40.2523192,41.81783154,5,12638,1109,9.444463427,7.011213987,0.995,221.8,5.401776075,0.091994441,-2.386027123,0.018398888,-3.995465035,15.18,4.741666667
381,38,0-40,580.1,462.4,40.29362496,41.87251281,40.29712102,41.93477542,5,8583,833,9.057538782,6.725033642,0.995,166.6,5.11559573,0.101548634,-2.287217446,0.020309727,-3.896655358,14.86,4
382,38,0-40,1351.8,1351.8,40.03323265,40.03323265,40.0534889,40.0534889,12,11958,1137,9.389155789,7.036148494,0.995,94.75,4.551241844,0.099652961,-2.306061517,0.008304413,-4.790968167,16.73333333,16.73333333
383,38,0-40,1276,1276,40.25891218,40.25891218,40.28503798,40.28503798,12,11499,925,9.350015354,6.829793738,0.995,77.08333333,4.344887088,0.084291728,-2.47347154,0.007024311,-4.95837819,15.10833333,15.10833333
384,38,0-40,995.8,986.9,40.8475229,40.93823768,40.85676711,40.9489831,11,5387,655,8.591743923,6.484635236,0.995,59.54545455,4.086739963,0.126926136,-2.064149967,0.01153874,-4.46204524,10.95454545,10.325
385,39,0-40,459.6,294.7,40.42838156,43.07841838,40.4292279,43.20625406,3,6505,654,8.780326391,6.483107351,0.995,218,5.384495063,0.105050152,-2.253317408,0.035016717,-3.351929696,13.9,-3.758333333
386,39,0-40,471.1,318.9,40.4236874,43.33850033,40.42449092,43.49590216,3,10276,946,9.237566358,6.852242569,0.995,315.3333333,5.75363028,0.096410905,-2.339135957,0.032136968,-3.437748246,13.93333333,-5.375
387,39,0-40,657.4,595.2,40.44247056,41.51055297,40.45270247,41.56062042,7,5897,504,8.682199026,6.222576268,0.995,72,4.276666119,0.089259112,-2.416211763,0.012751302,-4.362121912,13.8,6.416666667
388,39,0-40,594.9,475.6,40.10979479,41.9532455,40.11489492,42.04023166,5,8782,833,9.080459451,6.725033642,0.995,166.6,5.11559573,0.099258918,-2.310023512,0.019851784,-3.919461424,16.18,3.466666667
389,39,0-40,658.3,635.3,39.81196605,40.41430237,39.83494033,40.46038369,9,9562,1111,9.165552189,7.01301579,0.995,123.4444444,4.815791212,0.121637662,-2.106708639,0.013515296,-4.303933216,18.34444444,14
390,39,0-40,665.5,604.3,40.29002776,41.35154649,40.30005365,41.40115873,7,9164,1158,9.123038044,7.054449658,0.995,165.4285714,5.108539509,0.13226164,-2.022973195,0.01889452,-3.968883344,14.88571429,7.491666667
391,39,0-40,477.1,347.1,41.07225951,42.44554943,41.07393518,42.48587859,4,6545,1537,8.786456678,7.337587744,0.995,384.25,5.951293382,0.245382601,-1.404936651,0.06134565,-2.791231013,9.4,0.258333333
392,39,0-40,614,525.7,40.44951874,41.73572785,40.45853973,41.7924598,6,10428,981,9.252249775,6.88857246,0.995,163.5,5.09681299,0.098527846,-2.317416067,0.016421308,-4.109175536,13.75,4.908333333
393,39,0-40,1492.7,1492.7,40.25309374,40.25309374,40.27945391,40.27945391,12,32869,3034,10.40028524,8.01763716,0.995,252.8333333,5.53273051,0.09723285,-2.330646657,0.008102738,-4.815553307,15.15,15.15
394,39,0-40,82.7,56.4,39.58206583,39.21480151,39.59054604,39.227174,8,15511,1755,9.649304729,7.470224136,0.995,219.375,5.390782594,0.118738217,-2.130834069,0.014842277,-4.210275611,20.0375,22.78333333
395,40,0-40,686.5,523.1,41.04320752,42.08255866,41.0451431,42.10921733,5,13168,1074,9.485544923,6.979145275,0.995,214.8,5.369707363,0.08552283,-2.458971923,0.017104566,-4.068409836,9.6,2.616666667
396,40,0-40,608.1,550.9,40.06943472,41.12077101,40.07938,41.1699103,7,6462,867,8.773694146,6.765038977,0.995,123.8571429,4.819128828,0.140185785,-1.964786699,0.020026541,-3.910696848,16.47142857,9.066666667
397,40,0-40,609.5,555.9,40.31602198,41.39702827,40.32632396,41.44848015,7,6705,567,8.810608796,6.340359304,0.995,81,4.394449155,0.088372323,-2.426196448,0.012624618,-4.372106597,14.7,7.183333333
398,40,0-40,641.7,532.2,39.88372315,41.96335898,39.88971588,42.07692216,5,14057,1264,9.550875771,7.142036575,0.995,252.8,5.532598662,0.09431785,-2.361084818,0.01886357,-3.97052273,17.82,3.4
399,40,0-40,649.5,585.5,40.19036165,41.23278353,40.20035898,41.28096641,7,7107,903,8.868835493,6.805722553,0.995,129,4.859812404,0.132818896,-2.018768762,0.018974128,-3.964678911,15.6,8.3
400,40,0-40,523,448.3,40.41993287,42.16665752,40.42410046,42.24301134,5,8147,800,9.00540504,6.684611728,0.995,160,5.075173815,0.102718167,-2.275766287,0.020543633,-3.8852042,13.96,2.066666667
401,40,0-40,635.5,527.7,40.07655118,42.01526719,40.08193963,42.11215782,5,13268,1429,9.4931104,7.264730178,0.995,285.8,5.655292265,0.112938182,-2.18091467,0.022587636,-3.790352583,16.42,3.058333333
402,40,0-40,726.3,586.8,39.89194915,41.88762651,39.89759211,41.99310853,5,18579,1870,9.82978719,7.53369371,0.995,374,5.924255797,0.10572176,-2.246944544,0.021144352,-3.856382456,17.76,3.9
403,40,0-40,617.5,561.9,40.50498291,41.61848215,40.51569949,41.67281409,7,10194,888,9.229554591,6.788971743,0.995,126.8571429,4.843061594,0.091224199,-2.394435075,0.013032028,-4.340345224,13.35714286,5.691666667
404,40,0-40,491.8,401.4,40.34405328,41.86496005,40.34752791,41.92262402,5,5420,518,8.597851094,6.249975242,0.995,103.6,4.64053733,0.099770114,-2.304886597,0.019954023,-3.914324509,14.5,4.05
405,40,0-40,51.5,30.8,39.11566853,40.77760625,39.11752005,40.84451689,3,5017,356,8.520587424,5.874930731,0.995,118.6666667,4.776318442,0.074047111,-2.603053757,0.02468237,-3.701666045,23.53333333,11.44166667
406,40,0-40,76.2,68.3,39.63783426,40.64905663,39.65547686,40.71811262,8,7772,552,8.95828281,6.313548046,0.995,69,4.234106505,0.074277786,-2.59994335,0.009284723,-4.679384892,19.625,12.34166667
407,40,0-40,52.9,38.6,39.10029288,40.78477174,39.10173256,40.85241673,4,3298,243,8.101071503,5.493061443,0.995,60.75,4.106767082,0.076726763,-2.567504702,0.019181691,-3.953799063,23.65,11.39166667
408,40,0-40,1292.7,1292.7,40.19964295,40.19964295,40.22179325,40.22179325,12,10594,865,9.268043082,6.762729507,0.995,72.08333333,4.277822857,0.085522707,-2.45897336,0.007126892,-4.94388001,15.53333333,15.53333333
409,40,0-40,1697.6,1697.6,39.73736713,39.73736713,39.75770047,39.75770047,12,20049,1565,9.905934556,7.355641103,0.995,130.4166667,4.870734453,0.082022328,-2.50076378,0.006835194,-4.98567043,18.89166667,18.89166667
410,40,0-40,1788.4,1788.4,39.87961143,39.87961143,39.90534242,39.90534242,12,31451,2876,10.35618606,7.964155719,0.995,239.6666667,5.479249069,0.096303616,-2.340249409,0.008025301,-4.825156059,17.85,17.85
411,40,0-40,1718.4,1718.4,40.1185766,40.1185766,40.14227419,40.14227419,12,20723,1644,9.938999474,7.404887576,0.995,137,4.919980926,0.083374156,-2.484416901,0.006947846,-4.96932355,16.11666667,16.11666667
412,40,0-40,1266.7,1266.7,40.22170323,40.22170323,40.24407912,40.24407912,12,14298,1337,9.567874946,7.198183577,0.995,111.4166667,4.713276927,0.098091752,-2.321851994,0.008174313,-4.806758644,15.375,15.375
413,40,0-40,1266.7,1266.7,40.22170323,40.22170323,40.24407912,40.24407912,12,15573,1450,9.653293924,7.279318835,0.995,120.8333333,4.794412186,0.097714177,-2.325708619,0.008142848,-4.810615269,15.375,15.375
414,40,0-40,1351.8,1351.8,40.03323265,40.03323265,40.0534889,40.0534889,12,12061,1128,9.397732386,7.028201432,0.995,94,4.543294782,0.098024063,-2.322542292,0.008168672,-4.807448941,16.73333333,16.73333333
415,40,0-40,1260.8,1260.8,40.07355274,40.07355274,40.0961314,40.0961314,12,20217,1813,9.914279114,7.502738211,0.995,151.0833333,5.017831561,0.094234445,-2.361969507,0.00785287,-4.846876157,16.44166667,16.44166667
416,40,0-40,1087.2,1087.2,40.17644773,40.17644773,40.19995998,40.19995998,12,8804,793,9.082961443,6.675823222,0.995,66.08333333,4.190916572,0.094257638,-2.361723414,0.007854803,-4.846630064,15.7,15.7
417,40,0-40,1087.2,1087.2,40.39085884,40.39085884,40.41499023,40.41499023,12,9828,882,9.192990734,6.782192056,0.916,73.5,4.297285406,0.194254241,-1.638587456,0.016187853,-4.123494106,14.16666667,14.16666667
418,40,0-40,1131.5,1131.5,40.39085884,40.39085884,40.40436048,40.40436048,12,18277,1639,9.813398718,7.401841579,0.916,136.5833333,4.916934929,0.204490932,-1.587231647,0.017040911,-4.072138297,14.16666667,14.16666667
419,40,0-40,1272.2,1272.2,40.20428521,40.20428521,40.22791228,40.22791228,12,10293,927,9.239219332,6.831953566,0.916,77.25,4.347046916,0.195700208,-1.631171342,0.016308351,-4.116077992,15.5,15.5
