index,age_yr,age_class,ppt_mm,GSppt_mm,GSinvkT,AinvkT,GSinvBoltzT,AinvBoltzT,lgs_mo,biomass_gm2,anpp_gm2y,ln_biomass,ln_npp,alpha,npp_gs,ln_npp_gs,npp_M,ln_npp_M,npp_gs_M,ln_npp_gs_M,T_gs,T_ma
593,50,41-80,1728.5,1596.2,40.27005502,40.81704763,40.27244543,40.82988568,7,25409,1343,10.14285872,7.202661197,0.916,191.8571429,5.256751047,0.123910296,-2.088197392,0.017701471,-4.034107541,15.02857143,11.16666667
594,50,41-80,1024.7,1024.7,40.32302615,40.32302615,40.33291377,40.33291377,12,18056,998,9.801233318,6.905753276,0.916,83.16666667,4.420846627,0.125911444,-2.072176443,0.01049262,-4.557083093,14.65,14.65
595,50,41-80,775.9,589.1,41.04320752,41.75324652,41.04512577,41.76814046,6,24318,1322,10.0989721,7.18690102,0.916,220.3333333,5.395141551,0.12697597,-2.063757419,0.021162662,-3.855516889,9.6,4.791666667
596,50,41-80,637.3,491.9,40.84817644,41.58989461,40.85032261,41.6063291,6,19108,1379,9.857862375,7.229113878,0.916,229.8333333,5.437354409,0.165185192,-1.800688057,0.027530865,-3.592447526,10.95,5.883333333
597,50,41-80,1051.5,1036.9,40.39511928,40.48126598,40.40329264,40.49082766,11,20037,1385,9.905335843,7.233455419,0.916,125.9090909,4.835560146,0.158844076,-1.839832214,0.014440371,-4.237727487,14.13636364,13.525
598,50,41-80,1066.2,1049.4,40.38234066,40.4718542,40.39084945,40.48189109,11,14655,865,9.592536853,6.762729507,0.916,78.63636364,4.364834234,0.132121378,-2.024034251,0.012011034,-4.421929523,14.22727273,13.59166667
599,50,41-80,1064.6,1032.8,40.45515905,40.63600908,40.46213368,40.64597403,10,20373,1149,9.921965774,7.046647278,0.916,114.9,4.744062185,0.129785347,-2.041873371,0.012978535,-4.344458464,13.71,12.43333333
600,50,41-80,930.6,869.7,40.68983475,40.99367199,40.69577695,41.00513577,9,15571,925,9.653165489,6.829793738,0.916,102.7777778,4.63256916,0.133653339,-2.01250585,0.014850371,-4.209730428,12.05555556,9.941666667
601,50,41-80,1027.9,1027.9,40.31718917,40.31718917,40.32686179,40.32686179,12,12079,702,9.399223687,6.553933404,0.916,58.5,4.069026754,0.127996099,-2.055755493,0.010666342,-4.540662143,14.69166667,14.69166667
602,50,41-80,732.5,620.8,40.58795797,41.1596628,40.59130849,41.17378003,7,7939,662,8.979542602,6.495265556,0.916,94.57142857,4.549355407,0.177285214,-1.729995467,0.025326459,-3.675905616,12.77142857,8.8
603,51,41-80,698.7,523.8,41.07225951,42.08128701,41.07410453,42.1062818,5,14215,814,9.562053024,6.701960366,0.916,162.8,5.092522454,0.127852221,-2.056880204,0.025570444,-3.666318116,9.4,2.625
604,51,41-80,622.6,566.4,40.34806093,41.42042269,40.35832557,41.47106762,7,6122,442,8.71964412,6.091309882,0.916,63.14285714,4.145399733,0.150185493,-1.895884131,0.02145507,-3.84179428,14.47142857,7.025
605,51,41-80,694.7,630.1,40.45455466,41.5390315,40.4648987,41.59050627,7,6337,459,8.754160749,6.12905021,0.916,65.57142857,4.183140061,0.151107914,-1.889761036,0.021586845,-3.835671185,13.71428571,6.225
606,51,41-80,591.4,539.9,40.46463026,41.59734844,40.47564792,41.65368771,7,4186,303,8.339500903,5.713732806,0.916,43.28571429,3.767822656,0.145839289,-1.925250022,0.020834184,-3.871160171,13.64285714,5.833333333
607,51,41-80,614.1,485.3,40.24890551,41.76075902,40.2523192,41.81783154,5,5613,389,8.632840615,5.963579344,0.916,77.8,4.354141431,0.143115589,-1.94410266,0.028623118,-3.553540572,15.18,4.741666667
608,51,41-80,571.4,455.2,40.20149973,41.78080559,40.20500838,41.84342666,5,6811,495,8.826294231,6.204557763,0.916,99,4.59511985,0.152540102,-1.880327753,0.03050802,-3.489765666,15.52,4.608333333
609,51,41-80,577.5,462,40.65499011,42.22931228,40.65857022,42.28997388,5,7756,563,8.956222016,6.333279628,0.916,112.6,4.723841716,0.154028175,-1.870619739,0.030805635,-3.480057651,12.3,1.658333333
610,51,41-80,899.9,720.1,39.86180375,41.71322543,39.86717129,41.80279492,5,15103,1106,9.622648679,7.008505182,0.916,221.2,5.39906727,0.16433619,-1.805841007,0.032867238,-3.41527892,17.98,5.058333333
611,51,41-80,673.5,598.2,39.99447036,41.00695027,40.00399982,41.05255707,7,9508,1134,9.159888828,7.033506484,0.916,162,5.087596335,0.257444354,-1.356951683,0.036777765,-3.302861832,17.01428571,9.85
612,51,41-80,644.6,581.4,40.23813977,41.28045149,40.24807111,41.32844646,7,9548,1072,9.164086987,6.977281342,0.916,153.1428571,5.031371193,0.242434832,-1.417022339,0.034633547,-3.362932488,15.25714286,7.975
613,51,41-80,644.6,581.4,40.23813977,41.28045149,40.24807111,41.32844646,7,6850,786,8.832003931,6.666956792,0.916,112.2857143,4.721046643,0.240951693,-1.423158809,0.03442167,-3.369068958,15.25714286,7.975
614,51,41-80,712.1,640.4,40.65905978,41.72072354,40.66923423,41.7699246,7,9682,1113,9.17802377,7.014814351,0.916,159,5.068904202,0.248514168,-1.392255423,0.035502024,-3.338165572,12.27142857,5.008333333
615,51,41-80,627.8,569.5,40.31002034,41.38226647,40.32018784,41.43299811,7,8085,944,8.997765772,6.850126166,0.916,134.8571429,4.904216017,0.24862059,-1.391827281,0.035517227,-3.33773743,14.74285714,7.283333333
616,51,41-80,623.1,566.3,40.37011727,41.45618097,40.38042719,41.50820684,7,8288,948,9.022563964,6.854354502,0.916,135.4285714,4.908444353,0.244066612,-1.410314089,0.034866659,-3.356224238,14.31428571,6.783333333
617,51,41-80,597.3,545,40.482779,41.60977743,40.493676,41.66550073,7,11222,1284,9.325631416,7.157735484,0.916,183.4285714,5.211825335,0.250438251,-1.384542893,0.035776893,-3.330453042,13.51428571,5.75
618,51,41-80,611.6,557.1,40.31402123,41.48705667,40.32528352,41.54780282,7,12800,960,9.45720045,6.866933284,0.916,137.1428571,4.921023135,0.165984258,-1.795862328,0.023712037,-3.741772477,14.71428571,6.575
619,51,41-80,864,781.9,40.16775642,40.87575306,40.18312452,40.91303866,8,13690,1212,9.524420918,7.100027167,0.916,151.5,5.020585625,0.197041208,-1.624342395,0.024630151,-3.703783936,15.7625,10.75833333
620,51,41-80,1185.4,1168.7,40.10450234,40.25076684,40.13052646,40.28073535,11,16010,1298,9.680968806,7.168579897,0.916,118,4.770684624,0.182832009,-1.699187529,0.016621092,-4.097082802,16.21818182,15.16666667
621,51,41-80,1462.4,1462.4,39.90475188,39.90475188,39.92469935,39.92469935,12,27290,1783,10.21427561,7.486052618,0.916,148.5833333,5.001145968,0.154089166,-1.870223844,0.012840764,-4.355130494,17.66666667,17.66666667
622,51,41-80,1076.2,1076.2,40.17644773,40.17644773,40.19995998,40.19995998,12,9895,633,9.199784858,6.450470422,0.916,52.75,3.965563772,0.138548822,-1.976532508,0.011545735,-4.461439158,15.7,15.7
623,51,41-80,1390.5,1390.5,40.04359292,40.04359292,40.07093244,40.07093244,12,24358,2021,10.10061562,7.611347717,0.916,168.4166667,5.126441068,0.193821783,-1.640816187,0.016151815,-4.125722837,16.65833333,16.65833333
624,52,41-80,650,588.5,40.42636964,41.49323732,40.43650318,41.54314847,7,6564,477,8.789355452,6.167516491,0.916,68.14285714,4.221606342,0.15205194,-1.883533103,0.021721706,-3.829443252,13.91428571,6.533333333
625,52,41-80,582.8,532,40.32402694,41.42781589,40.33462309,41.48156403,7,4893,355,8.495560891,5.872117789,0.916,50.71428571,3.92620764,0.148107638,-1.909815987,0.021158234,-3.855726136,14.64285714,6.975
626,52,41-80,632.1,497.9,40.27125282,41.76201137,40.27463902,41.81731368,5,5748,413,8.656607247,6.023447593,0.916,82.6,4.414009681,0.148673204,-1.906004645,0.029734641,-3.515442558,15.02,4.733333333
627,52,41-80,584.2,533.7,40.38015085,41.50189334,40.39093142,41.55725508,7,8517,613,9.049819445,6.418364936,0.916,87.57142857,4.472454787,0.153928099,-1.871269676,0.021989728,-3.817179825,14.24285714,6.475
628,52,41-80,578.2,459.9,40.19036165,41.75575039,40.19380523,41.81727751,5,7156,497,8.875706445,6.208590026,0.916,99.4,4.599152114,0.146378861,-1.921557077,0.029275772,-3.53099499,15.6,4.775
629,52,41-80,716.3,631.2,40.02600009,41.02265388,40.03540156,41.06675785,7,10491,1208,9.258273026,7.096721378,0.916,172.5714286,5.150811229,0.250610155,-1.383856713,0.035801451,-3.329766862,16.78571429,9.741666667
630,52,41-80,746.3,660.1,40.24412003,41.24621719,40.25360886,41.29059587,7,5933,438,8.688285266,6.08221891,0.916,62.57142857,4.136308761,0.153163333,-1.876250394,0.021880476,-3.822160543,15.21428571,8.208333333
631,52,41-80,646.5,584.7,40.37613682,41.4376776,40.38616796,41.48715883,7,10596,1233,9.26823185,7.117205503,0.916,176.1428571,5.171295354,0.253473785,-1.372494872,0.036210541,-3.318405021,14.27142857,6.908333333
632,52,41-80,627.8,569.5,40.31002034,41.38226647,40.32018784,41.43299811,7,7943,911,8.980046317,6.814542897,0.916,130.1428571,4.868632748,0.243855479,-1.411179529,0.034836497,-3.357089678,14.74285714,7.283333333
633,52,41-80,582.8,532,40.32402694,41.42781589,40.33462309,41.48156403,7,9091,995,9.115040192,6.902742737,0.916,142.1428571,4.956832588,0.235361163,-1.446634079,0.033623023,-3.392544228,14.64285714,6.975
634,52,41-80,539.4,494.4,40.10702238,41.19984708,40.11749641,41.25285311,7,6425,731,8.76795191,6.59441346,0.916,104.4285714,4.648503311,0.237632364,-1.43703049,0.033947481,-3.382940639,16.2,8.525
635,52,41-80,795.2,778.1,40.08547229,40.5649878,40.10050864,40.59421949,9,8172,752,9.008468956,6.622736324,0.916,83.55555556,4.425511747,0.196121436,-1.62902124,0.021791271,-3.826245817,16.35555556,12.93333333
636,52,41-80,749,688.9,40.5818751,41.24743887,40.58578265,41.26668504,7,11703,939,9.367600498,6.844815479,0.916,134.1428571,4.89890533,0.176240352,-1.735906577,0.025177193,-3.681816726,12.81428571,8.2
637,52,41-80,97.2,97.2,40.07355274,40.07355274,40.10187193,40.10187193,12,39675,2304,10.58847655,7.742402022,0.916,192,5.257495372,0.141332149,-1.956642494,0.011777679,-4.441549144,16.44166667,16.44166667
638,52,41-80,104,84.5,40.16949438,39.85678395,40.19388488,39.88882681,10,19989,1241,9.902937401,7.123672785,0.916,124.1,4.821087692,0.142641916,-1.947417874,0.014264192,-4.250002967,15.75,18.01666667
639,52,41-80,114.7,83.2,40.425252,40.76686274,40.43118807,40.78027647,9,18404,1226,9.820323311,7.111512116,0.916,136.2222222,4.914287539,0.15199555,-1.883904037,0.016888394,-4.081128614,13.92222222,11.51666667
640,53,41-80,502.4,320.8,40.32536141,43.32771324,40.32632035,43.49284026,3,12167,919,9.406482648,6.823286122,0.916,306.3333333,5.724673834,0.166451387,-1.793051983,0.055483796,-2.891664272,14.63333333,-5.308333333
641,53,41-80,472.3,379.7,40.49185948,42.97207489,40.49716423,43.10833557,4,11306,856,9.333088837,6.752270376,0.916,214,5.365976015,0.165822225,-1.796838999,0.041455556,-3.18313336,13.45,-3.091666667
642,53,41-80,611.6,483.6,40.2852325,41.81467785,40.28864028,41.87310957,5,17462,1482,9.76778237,7.301147806,0.916,296.4,5.691709893,0.192792491,-1.646140845,0.038558498,-3.255578758,14.92,4.383333333
643,53,41-80,502.4,320.8,40.32536141,43.32771324,40.32632035,43.49284026,3,9186,684,9.125435865,6.527957918,0.916,228,5.429345629,0.160262636,-1.830941335,0.053420879,-2.929553623,14.63333333,-5.308333333
644,53,41-80,673.5,598.2,39.99447036,41.00695027,40.00399982,41.05255707,7,5003,356,8.517793011,5.874930731,0.916,50.85714286,3.929020582,0.14553078,-1.927367668,0.020790111,-3.873277817,17.01428571,9.85
645,53,41-80,609.6,550.3,40.0082585,41.04320752,40.01797442,41.09080114,7,3406,248,8.133293861,5.513428746,0.916,35.42857143,3.567518597,0.144183508,-1.936668431,0.020597644,-3.88257858,16.91428571,9.6
646,53,41-80,672.9,611.5,40.40626152,41.49076484,40.4165545,41.542259,7,5194,365,8.555259392,5.899897354,0.916,52.14285714,3.953987205,0.144176037,-1.93672025,0.020596577,-3.882630399,14.05714286,6.55
647,53,41-80,582.8,532,39.83756393,40.97799056,39.8483184,41.03635357,7,9214,643,9.128479345,6.466144724,0.916,91.85714286,4.520234575,0.150236831,-1.895542356,0.021462404,-3.841452505,18.15714286,10.05
648,53,41-80,661.7,585.4,39.8024295,40.80269649,39.81230235,40.84762855,7,9113,1102,9.117457244,7.00488199,0.916,157.4285714,5.058971841,0.260094866,-1.346708846,0.037156409,-3.292618995,18.41428571,11.26666667
649,53,41-80,712.1,640.4,40.65905978,41.72072354,40.66923423,41.7699246,7,7266,846,8.890961213,6.74051936,0.916,120.8571429,4.794609211,0.245710538,-1.403601111,0.035101505,-3.34951126,12.27142857,5.008333333
650,53,41-80,712.1,640.4,40.25209647,41.30984044,40.26212708,41.35920866,7,11375,1285,9.339173244,7.158513997,0.916,183.5714286,5.212603848,0.247543565,-1.396168694,0.035363366,-3.342078843,15.15714286,7.775
651,53,41-80,530.8,441.2,39.8700207,41.96968238,39.8760269,42.08493571,5,17708,1398,9.781771794,7.242797923,0.916,279.6,5.63336001,0.179549375,-1.71730504,0.035909875,-3.326742953,17.92,3.358333333
652,53,41-80,69.7,55.2,39.25238263,40.9045684,39.25480905,40.98050228,5,5373,331,8.589141691,5.802118375,0.916,66.2,4.192680463,0.126750409,-2.065535413,0.025350082,-3.674973326,22.5,10.55833333
653,53,41-80,1346.9,1346.9,40.11973239,40.11973239,40.13406853,40.13406853,12,18227,1063,9.81065929,6.968850378,0.916,88.58333333,4.483943729,0.132959125,-2.017713532,0.011079927,-4.502620181,16.10833333,16.10833333
654,53,41-80,1163.5,1163.5,40.26706081,40.26706081,40.28761482,40.28761482,12,24567,1522,10.10915936,7.327780538,0.916,126.8333333,4.842873889,0.144827857,-1.932209433,0.012068988,-4.417116083,15.05,15.05
655,53,41-80,108.9,108.9,39.93564943,39.93564943,39.95442384,39.95442384,12,22682,1372,10.02932694,7.224024808,0.916,114.3333333,4.739118158,0.140459138,-1.962838666,0.011704928,-4.447745316,17.44166667,17.44166667
656,53,41-80,1792.7,1792.7,39.93564943,39.93564943,39.95442384,39.95442384,12,18495,1007,9.825255704,6.914730893,0.916,83.91666667,4.429824243,0.124281847,-2.085203332,0.010356821,-4.570109982,17.44166667,17.44166667
657,54,41-80,639.4,505.4,40.65499011,42.22931228,40.65857022,42.28997388,5,7870,725,8.970813341,6.586171655,0.916,145,4.976733742,0.195715468,-1.631093366,0.039143094,-3.240531278,12.3,1.658333333
658,54,41-80,584.2,533.7,40.46463026,41.59734844,40.47564792,41.65368771,7,6612,457,8.796641459,6.124683391,0.916,65.28571429,4.178773242,0.144707591,-1.933040185,0.020672513,-3.878950335,13.64285714,5.833333333
659,54,41-80,551.6,505.7,40.41631308,41.61350758,40.42800007,41.67647709,7,6289,438,8.746557355,6.08221891,0.916,62.57142857,4.136308761,0.145202258,-1.929627626,0.02074318,-3.875537775,13.98571429,5.725
660,54,41-80,661,596.5,40.37212359,41.42288679,40.38204863,41.47140044,7,10587,1205,9.267382112,7.094234846,0.916,172.1428571,5.148324697,0.247910578,-1.394687169,0.035415797,-3.340597318,14.3,7.008333333
661,54,41-80,622.4,564.5,40.31002034,41.38226647,40.32018784,41.43299811,7,10749,1253,9.282568006,7.133295955,0.916,179,5.187385806,0.254224806,-1.369536339,0.036317829,-3.315446488,14.74285714,7.283333333
662,54,41-80,622.4,564.5,40.25209647,41.30984044,40.26212708,41.35920866,7,10373,1175,9.246961555,7.069023427,0.916,167.8571429,5.123113278,0.246302861,-1.401193358,0.035186123,-3.347103507,15.15714286,7.775
663,54,41-80,632.1,574.3,40.38015085,41.50189334,40.39093142,41.55725508,7,10783,839,9.285726099,6.732210706,0.916,119.8571429,4.786300557,0.169735421,-1.7735144,0.024247917,-3.719424549,14.24285714,6.475
664,54,41-80,614.1,485.3,40.24890551,41.76075902,40.2523192,41.81783154,5,6487,511,8.777555453,6.23636959,0.916,102.2,4.626931678,0.164660219,-1.803871205,0.032932044,-3.413309117,15.18,4.741666667
665,54,41-80,1190.9,1126.2,40.45970378,40.95027586,40.47615506,40.98122772,9,19567,1520,9.881599753,7.326465614,0.916,168.8888889,5.129241037,0.178158841,-1.72507976,0.019795427,-3.922304337,13.67777778,10.24166667
666,54,41-80,1848.9,1777.8,40.33003276,40.46714995,40.35244094,40.49301801,11,16749,1353,9.726093834,7.210079628,0.916,123,4.812184355,0.182862217,-1.699022324,0.016623838,-4.096917597,14.6,13.625
667,54,41-80,1560.7,1560.7,40.03438353,40.03438353,40.064135,40.064135,12,27853,2136,10.23469596,7.6666902,0.916,178,5.18178355,0.181175102,-1.708291299,0.015097925,-4.193197949,16.725,16.725
668,54,41-80,91.5,91.5,39.8465201,39.8465201,39.8715523,39.8715523,12,37162,2014,10.52304201,7.607878073,0.916,167.8333333,5.122971423,0.131174286,-2.03122841,0.010931191,-4.51613506,18.09166667,18.09166667
669,54,41-80,96.1,96.1,40.06432956,40.06432956,40.09251122,40.09251122,12,36693,2033,10.51034128,7.617267814,0.916,169.4166667,5.132361164,0.133961237,-2.010204799,0.011163436,-4.495111449,16.50833333,16.50833333
670,55,41-80,497.1,397.6,40.49185948,43.04912149,40.49761257,43.19573716,4,9791,818,9.189218875,6.706862337,0.916,204.5,5.320567975,0.180782224,-1.710462153,0.045195556,-3.096756514,13.45,-3.575
671,55,41-80,530.2,488.5,40.51508365,41.71822387,40.52695233,41.78151929,7,17273,1551,9.756899868,7.346655163,0.916,221.5714286,5.400745014,0.203790023,-1.590665116,0.02911286,-3.536575265,13.28571429,5.025
672,55,41-80,459.2,397.9,40.51589193,42.35131778,40.52065984,42.43579782,5,9255,619,9.132919225,6.428105273,0.916,123.8,4.81866736,0.144042233,-1.937648737,0.028808447,-3.54708665,13.28,0.866666667
673,55,41-80,639.4,505.4,40.65499011,42.22931228,40.65857022,42.28997388,5,9906,640,9.200895913,6.461468176,0.916,128,4.852030264,0.139938466,-1.96655248,0.027987693,-3.575990393,12.3,1.658333333
674,55,41-80,1303.2,1303.2,40.24611384,40.24611384,40.26652343,40.26652343,12,15782,986,9.666625329,6.893656355,0.916,82.16666667,4.408749705,0.14072151,-1.960972447,0.011726793,-4.445879097,15.2,15.2
675,55,41-80,673.5,598.2,39.99447036,41.00695027,40.00399982,41.05255707,7,5397,377,8.593598523,5.932245187,0.916,53.85714286,3.986335038,0.143777105,-1.939491059,0.020539586,-3.885401208,17.01428571,9.85
676,55,41-80,663.5,603.1,40.45656938,41.54894624,40.46704112,41.60120571,7,6520,453,8.782629655,6.115892125,0.916,64.71428571,4.169981976,0.145293908,-1.928996638,0.020756273,-3.874906787,13.7,6.158333333
677,55,41-80,555.9,509.2,40.23016887,41.34172573,40.24080141,41.39629216,7,5568,394,8.624791202,5.976350909,0.916,56.28571429,4.03044076,0.146027863,-1.923957832,0.020861123,-3.869867981,15.31428571,7.558333333
678,55,41-80,614.1,485.3,40.24890551,41.76075902,40.2523192,41.81783154,5,13918,924,9.540938245,6.828712072,0.916,184.8,5.219274159,0.14796384,-1.910787361,0.029592768,-3.520225274,15.18,4.741666667
679,55,41-80,597.3,545,40.482779,41.60977743,40.493676,41.66550073,7,7571,522,8.932080438,6.257667588,0.916,74.57142857,4.311757439,0.146004462,-1.924118093,0.02085778,-3.870028242,13.51428571,5.75
680,55,41-80,667.3,603.2,40.52114652,41.59113673,40.53132102,41.64121657,7,6409,729,8.765458532,6.591673732,0.916,104.1428571,4.645763583,0.237524077,-1.437486283,0.033932011,-3.383396432,13.24285714,5.875
681,55,41-80,612.7,555.3,40.15261769,41.19984708,40.16248288,41.2483789,7,14635,1289,9.591171199,7.161622003,0.916,184.1428571,5.215711854,0.197130208,-1.623890815,0.028161458,-3.569800965,15.87142857,8.525
682,55,41-80,746.3,660.1,40.24412003,41.24621719,40.25360886,41.29059587,7,5073,288,8.531687638,5.66296048,0.916,41.14285714,3.717050331,0.11624382,-2.152065396,0.01660626,-4.097975545,15.21428571,8.208333333
683,55,41-80,1780.6,1780.6,39.84082025,39.84082025,39.86401519,39.86401519,12,39281,3125,10.57849622,8.047189562,0.916,260.4166667,5.562282912,0.193454492,-1.642712976,0.016121208,-4.127619625,18.13333333,18.13333333
684,55,41-80,1381.6,1381.6,39.8089312,39.8089312,39.82806634,39.82806634,12,17251,1316,9.755625392,7.182352112,0.916,109.6666667,4.697445462,0.173114726,-1.753800747,0.014426227,-4.238707397,18.36666667,18.36666667
685,55,41-80,1734.8,1734.8,39.77482095,39.77482095,39.79876268,39.79876268,12,39025,3116,10.57195775,8.044305407,0.916,259.6666667,5.559398757,0.194056119,-1.639607888,0.016171343,-4.124514538,18.61666667,18.61666667
686,55,41-80,1486.8,1458.1,40.30456585,40.44834387,40.32972736,40.47728089,11,22514,1408,10.02189262,7.249925537,0.916,128,4.852030264,0.145129606,-1.9301281,0.013193601,-4.328023373,14.78181818,13.75833333
687,55,41-80,1900,1900,40.07931938,40.07931938,40.10099357,40.10099357,12,27641,1754,10.22705546,7.469654173,0.916,146.1666667,4.984747523,0.149818813,-1.898328625,0.012484901,-4.383235275,16.4,16.4
688,55,41-80,1660.8,1660.8,40.17412968,40.17412968,40.2022974,40.2022974,12,22639,1810,10.02742936,7.501082124,0.916,150.8333333,5.016175474,0.185621955,-1.684043171,0.015468496,-4.168949821,15.71666667,15.71666667
689,55,41-80,1842.1,1771.8,40.33385557,40.4718542,40.35653441,40.49803989,11,25924,2076,10.16292446,7.638198244,0.916,188.7272727,5.240302971,0.188051285,-1.671040561,0.017095571,-4.068935833,14.57272727,13.59166667
690,55,41-80,1121.7,1104.2,40.44887789,40.54018896,40.45749848,40.55041633,11,30032,1520,10.31001876,7.326465614,0.916,138.1818182,4.928570341,0.120330691,-2.117511569,0.010939154,-4.515406842,13.75454545,13.10833333
691,55,41-80,146.5,146.5,40.11626523,40.11626523,40.1265593,40.1265593,12,18323,1010,9.81591238,6.91770561,0.916,84.16666667,4.43279896,0.125723512,-2.073670131,0.010476959,-4.55857678,16.13333333,16.13333333
692,55,41-80,911.9,869.1,40.59810014,40.93222124,40.60542446,40.94622799,9,21546,1197,9.977945463,7.087573706,0.916,133,4.890349128,0.128448872,-2.052224339,0.014272097,-4.249448916,12.7,10.36666667
693,56,41-80,581.9,464.6,40.34685855,41.92798311,40.35043215,41.99034354,5,15413,972,9.642966588,6.879355804,0.916,194.4,5.269917892,0.14176258,-1.95360159,0.028352516,-3.563039503,14.48,3.633333333
694,56,41-80,639.4,505.4,40.65499011,42.22931228,40.65857022,42.28997388,5,6922,441,8.842460024,6.089044875,0.916,88.2,4.479606963,0.13390181,-2.010648507,0.026780362,-3.620086419,12.3,1.658333333
695,56,41-80,663,596.4,40.17644773,41.21325928,40.18643466,41.26096961,7,4975,342,8.51218065,5.834810737,0.916,48.85714286,3.888900588,0.140528251,-1.962346738,0.020075464,-3.908256887,15.7,8.433333333
696,56,41-80,600.6,543.9,40.03191745,41.07225951,40.04172408,41.12027596,7,6248,428,8.740016692,6.059123196,0.916,61.14285714,4.113213047,0.14273977,-1.946732094,0.020391396,-3.892642243,16.74285714,9.4
697,56,41-80,610.6,553,40.07536493,41.11712868,40.08503992,41.16514346,7,6232,431,8.737452588,6.06610809,0.916,61.57142857,4.120197941,0.144078285,-1.93739848,0.020582612,-3.883308629,16.42857143,9.091666667
698,56,41-80,610.6,553,40.07536493,41.11712868,40.08503992,41.16514346,7,3824,266,8.249052274,5.583496309,0.916,38,3.63758616,0.139089791,-1.972635574,0.01986997,-3.918545723,16.42857143,9.091666667
699,56,41-80,610.6,553,40.07536493,41.11712868,40.08503992,41.16514346,7,2871,202,7.96241568,5.308267697,0.916,28.85714286,3.362357548,0.13733871,-1.985305066,0.019619816,-3.931215215,16.42857143,9.091666667
700,56,41-80,661,596.5,40.37212359,41.42288679,40.38204863,41.47140044,7,7782,525,8.959568654,6.263398263,0.916,75,4.317488114,0.143192325,-1.943566624,0.020456046,-3.889476773,14.3,7.008333333
701,56,41-80,661,596.5,40.37212359,41.42288679,40.38204863,41.47140044,7,8561,587,9.054972285,6.37502482,0.916,83.85714286,4.429114671,0.146705252,-1.919329793,0.020957893,-3.865239942,14.3,7.008333333
702,56,41-80,712.1,640.4,40.65905978,41.72072354,40.66923423,41.7699246,7,9494,646,9.158415299,6.470799504,0.916,92.28571429,4.524889355,0.146855097,-1.91830891,0.0209793,-3.864219059,12.27142857,5.008333333
703,56,41-80,657.4,595.2,40.44247056,41.51055297,40.45270247,41.56062042,7,6088,427,8.7140749,6.056784013,0.916,61,4.110873864,0.145830747,-1.925308595,0.020832964,-3.871218744,13.8,6.416666667
704,56,41-80,663.5,603.1,40.45656938,41.54894624,40.46704112,41.60120571,7,7381,506,8.90666441,6.226536669,0.916,72.28571429,4.28062652,0.144862838,-1.93196793,0.020694691,-3.877878079,13.7,6.158333333
705,56,41-80,584.2,533.7,40.38015085,41.50189334,40.39093142,41.55725508,7,11272,767,9.330077054,6.642486801,0.916,109.5714286,4.696576652,0.148991834,-1.90386378,0.021284548,-3.849773929,14.24285714,6.475
706,56,41-80,584.2,533.7,40.46463026,41.59734844,40.47564792,41.65368771,7,6182,421,8.729397123,6.042632834,0.916,60.14285714,4.096722685,0.141777701,-1.953494931,0.020253957,-3.89940508,13.64285714,5.833333333
707,56,41-80,614,525.7,40.44951874,41.73572785,40.45853973,41.7924598,6,14856,986,9.606159103,6.893656355,0.916,164.3333333,5.101896885,0.14873555,-1.905585384,0.024789258,-3.697344853,13.75,4.908333333
708,56,41-80,591.4,508.3,40.44951874,41.73572785,40.45853973,41.7924598,6,8906,604,9.094480486,6.403574198,0.916,100.6666667,4.611814729,0.145588675,-1.926969927,0.024264779,-3.718729396,13.75,4.908333333
709,56,41-80,591.4,539.9,40.46463026,41.59734844,40.47564792,41.65368771,7,6999,472,8.853522561,6.156978986,0.916,67.42857143,4.211068837,0.141869497,-1.95284768,0.020267071,-3.898757829,13.64285714,5.833333333
710,56,41-80,591.4,539.9,40.46463026,41.59734844,40.47564792,41.65368771,7,4890,333,8.494947582,5.80814249,0.916,47.57142857,3.862232341,0.139007207,-1.973229496,0.019858172,-3.919139645,13.64285714,5.833333333
711,56,41-80,597.3,545,40.482779,41.60977743,40.493676,41.66550073,7,4711,329,8.457655479,5.796057751,0.916,47,3.850147602,0.142109887,-1.951154668,0.020301412,-3.897064817,13.51428571,5.75
712,56,41-80,545.5,501.9,40.29202613,41.42411896,40.30297762,41.48055777,7,7007,481,8.854664928,6.17586727,0.916,68.71428571,4.229957121,0.144423431,-1.935005804,0.020631919,-3.880915953,14.87142857,7
713,56,41-80,746.3,660.1,40.24412003,41.24621719,40.25360886,41.29059587,7,5296,395,8.574707098,5.978885765,0.916,56.42857143,4.032975616,0.153271268,-1.875545937,0.021895895,-3.821456086,15.21428571,8.208333333
714,56,41-80,673.5,598.2,40.07536493,41.09286291,40.0848697,41.13877202,7,6261,685,8.742095196,6.529418838,0.916,97.85714286,4.583508689,0.228015798,-1.478340361,0.032573685,-3.42425051,16.42857143,9.258333333
715,56,41-80,663,596.4,40.17644773,41.21325928,40.18643466,41.26096961,7,10271,1180,9.237079669,7.073269717,0.916,168.5714286,5.127359568,0.249600096,-1.387895259,0.035657157,-3.333805409,15.7,8.433333333
716,56,41-80,610.8,553.5,39.99250141,41.04320752,40.00249543,41.09248999,7,8337,891,9.028458718,6.792344427,0.916,127.2857143,4.846434278,0.228156437,-1.477723759,0.032593777,-3.423633908,17.02857143,9.6
