"Taxa footnotes, ""[a]"", are found in Column C.",Literature or other reference., Footnotes from respective pages of Cannell (1982).,Original table order for sorting purposes.,years,log10 years,m,log10 m,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt gained per plant per year,log10 kg dry wgt gained per plant per year,kg dry wgt gained per plant per year,log10 kg dry wgt gained per plant per year,kg dry wgt gained per plant per year,log10 kg dry wgt gained per plant per year,kg dry wgt gained per plant per year,log10 kg dry wgt gained per plant per year
"Populus tremuloides, Acer rubrum, Betula papyrifera, Acer saccharum with understorey shrubs.",Cannell (1982).   Page 274,,977,50,1.69897,14.7,1.167317,-999,-999,61.88436831,1.791581,1.980728051,0.296825,63.8650964,1.805264,-999,-999,-999,-999,2.050321661,0.311822,1.996788193,0.300332,-999,-999,-999,-999
"Prunus pensylvanica (53%) [a], Betula alleghaniensis syn. Lutea (11%) [a], Betula papyrifera et al.",Cannell (1982).   Page 275,[a] Percentage of the total woody plant biomass.,978,4,0.60206,1.7,0.230449,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Prunus pensylvanica (94%) [a], Betula spp. et al.",Cannell (1982).   Page 275,[a] Percentage of the total woody plant biomass.,979,4,0.60206,1.9,0.278754,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Quercus alba, Quercus velutina, Prunus serotina",Cannell (1982).   Page 276,,980,130,2.113943,23.7,1.374748,156.3981043,2.194231,616.1137441,2.789661,9.241706161,0.965752,625.35545,2.796127,0.236966825,-0.62531,781.7535545,2.893069865,22.08528459,1.344103,10.16588049,1.007145,15.63979298,1.194231,47.89099526,1.680253863
Q.alba and Q. velutina,Cannell (1982).   Page 276,,981,130,2.113943,27.4,1.437751,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Quercus alba (30%) [a], other Quercus spp. (28%) [a], Acer saccharum (11%) [a], et al. ",Cannell (1982).   Page 277,[a] Percentage of the total basal area.,982,-999,-999,-999,-999,-999,-999,187.9310345,2.273999,-999,-999,-999,-999,-999,-999,-999,-999,5.3639905,0.729488,6.704987924,0.826398,-999,-999,-999,-999
"Q. alba (57%) [d], Quercus velutina (28%) [d], et al.",Cannell (1982).   Page 277,[d] Percentage of the total volume increment.,983,-999,-999,29,1.462398,-999,-999,555.3030303,2.74453,5.303030303,0.724524,560.606061,2.748658,-999,-999,-999,-999,18.18180518,1.259637,5.303028974,0.724524,-999,-999,-999,-999
"Quercus borealis, with Pinus banksiana, Pinus strobus, Quercus spp. et al",Cannell (1982).   Page 278,,984,-999,-999,16,1.20412,20,1.30103,200,2.30103,5,0.69897,205,2.311754,-999,-999,225,2.352182518,-999,-999,-999,-999,-999,-999,-999,-999
"Q. borealis (80%) [b], Magnolia acuminata et al.",Cannell (1982).   Page 278,[b] Percentage of the total volume increment.,985,-999,-999,14,1.146128,-999,-999,49.69924812,1.69635,1.052631579,0.022276,50.7518797,1.705452,-999,-999,-999,-999,1.766916393,0.247216,1.052630622,0.022276,-999,-999,-999,-999
"Q. borealis (51%) [b], Quercus alba (29%) [b], et al.",Cannell (1982).   Page 278,[b] Percentage of the total volume increment.,986,146,2.164353,7.5,0.875061,-999,-999,31.92307692,1.504105,1.153846154,0.062148,33.0769231,1.519525,-999,-999,-999,-999,1.038460543,0.01639,0.884606243,-0.05325,-999,-999,-999,-999
"Quercus coccinea (31%), Quercus alba (18%), Pinus rigida (18%), Quercus velutina (3%), et al.",Cannell (1982).   Page 279,[a] Percentage of the total stem volume.,987,43,1.633468,7.6,0.880814,17.96116505,1.254335,31.22977346,1.494569,2.211434736,0.344674,33.4412082,1.524282,0.107874865,-0.96708,51.40237325,1.710983171,2.281555302,0.358231,1.893202198,0.277197,1.40237448,0.146864,5.577130529,0.746410809
"Quercus ellipsoidalis (75%) [a], Acer rubrum (8%) [a], et al.",Cannell (1982).   Page 280,[a] Percentage of the total biomass.,988,47.5,1.676694,15,1.176091,-999,-999,67.56152125,1.829699,1.901565996,0.279111,69.4630872,1.841754,-999,-999,-999,-999,3.568231313,0.552453,1.923937679,0.284191,-999,-999,-999,-999
"Quercus oblongifolia (56%) [b], quercus emoryi (44%) [b] with understorey shrubs.",Cannell (1982).   Page 280,[b] Percentage of the total stem volume.,989,117,2.068186,5.3,0.724276,-999,-999,47.36842105,1.675489,2.105263158,0.323306,49.4736842,1.694374,-999,-999,-999,-999,2.05263155,0.312311,1.47368275,0.168404,-999,-999,-999,-999
"Quercus prinus (19%) [a], nyssa sylvatica (15%) [a], et al.",Cannell (1982).   Page 281,[a] Percentage of the total volume increment.,990,-999,-999,10,1,-999,-999,28.36879433,1.452841,0,-999,28.3687943,1.452841,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Quercus prinus (19%) [a], nyssa sylvatica (15%) [a], et al.",Cannell (1982).   Page 281,[a] Percentage of the total volume increment.,991,-999,-999,3.5,0.544068,-999,-999,1.405436669,0.147811,0,-999,1.40543667,0.147811,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Q. prinus (56%) [a], Quercus borealis (12%) [a], Acer rubrum (18%) [a], et al.",Cannell (1982).   Page 281,[a] Percentage of the total volume increment.,992,-999,-999,30,1.477121,-999,-999,195.2112676,2.290505,1.971830986,0.29487,197.183099,2.29487,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Q. prinus (17%) [a], Q. borealis (16%) [a], Liriodendron tulipifera (18%) et al.",Cannell (1982).   Page 281,[a] Percentage of the total volume increment.,993,-999,-999,2.1,0.322219,-999,-999,74.28571429,1.870905,1.607142857,0.206054,75.8928571,1.880201,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Quercus prinus with Carya spp., Quercus alba, Quercus rubra, Quercus velutina, et al.",Cannell (1982).   Page 282,,994,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Quercus prinus with Carya spp., Quercus alba, Quercus rura, Quercus velutina, et al.",Cannell (1982).   Page 282,,995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Quercus prinus with Carya spp., Quercus alba, Quercus rura, Quercus velutina, et al.",Cannell (1982).   Page 282,,996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Carya spp., Q. alba, Q. prinus, Q. velutina, et al.",Cannell (1982).   Page 282,,997,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Carya spp., Q. alba, Q. prinus, Q. velutina, et al.",Cannell (1982).   Page 282,,998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Carya spp., Q. alba, Q. prinus, Q. velutina, et al.",Cannell (1982).   Page 282,,999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
,Cannell (1982).   Page 282,,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Abies amabilis with some Abies procera, Tsuga heterophylla, Tsuga mertensiana",Cannell (1982).   Page 289,,1001,23,1.361728,1.4,0.146128,0.223529412,-0.65067,0.321266968,-0.49313,0.123076923,-0.90982,0.44434389,-0.35228,-999,-999,0.667873303,-0.175305916,0.039276249,-1.40587,0.01140276,-1.94299,0.016108682,-1.79294,0.06678733,-1.175305916
"Abies amabilis with some Abies procera, Tsuga heterophylla, Tsuga mertensiana",Cannell (1982).   Page 289,,1002,180,2.255273,22.1,1.344392,270,2.431364,831.1764706,2.919693,42.54901961,1.62889,873.72549,2.941375,-999,-999,1143.72549,3.0583218,4.549021611,0.657918,2.019607617,0.305267,1.37254945,0.137528,7.941176471,0.899884847
"Abies amabilis (94%) [a], Tsuga mertensiana with understorey shrubs.",Cannell (1982).   Page 290,[a] Percentage of the total basal area.,1003,-999,-999,-999,-999,-999,-999,518.3870968,2.714654,25.32258065,1.403508,543.709677,2.735367,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Abies procera (56%) [a], Pseudotsuga menziesii (40%) [a], Abies amabilis (4%) [a]",Cannell (1982).   Page 290,[a] Percentage of the total basal area.,1004,115,2.060698,49.9,1.698101,-999,-999,2465.142857,3.391842,50,1.69897,2515.14286,3.400563,-999,-999,-999,-999,27.7143055,1.442704,9.142858533,0.961082,-999,-999,-999,-999
"Abies fraseri, Picea rubens, et al.",Cannell (1982).   Page 291,,1005,-999,-999,26,1.414973,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4.539008542,0.656961,1.985815975,0.297939,-999,-999,-999,-999
"Abies fraseri, Picea rubens, et al.",Cannell (1982).   Page 291,,1006,-999,-999,21,1.322219,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.210892149,0.857989,2.312927395,0.364162,-999,-999,-999,-999
"Abies fraseri, Picea rubens, et al.",Cannell (1982).   Page 291,,1007,-999,-999,17,1.230449,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4.084510342,0.61114,2.535210355,0.404014,-999,-999,-999,-999
"Abies fraseri, Picea rubens, et al.",Cannell (1982).   Page 291,,1008,-999,-999,10,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.734767604,-0.13385,0.430110456,-0.36642,-999,-999,-999,-999
"Cupressus pygmaea (68%) [a], Vaccinium ovatum (17%) [a], Pinus contorta subsp. bolanderi (9%) [a]",Cannell (1982).   Page 293,[a] Percentage of the total biomass.,1009,-999,-999,1.8,0.255273,0.055333333,-1.25701,0.146,-0.83565,0.022,-1.65758,0.168,-0.77469,0.009333333,-2.02996,0.223333333,-0.651046452,0.008866659,-2.05224,0.007933412,-2.10054,0.0064,-2.19382,0.0232,-1.634512015
Picea mariana with understorey shrubs.,Cannell (1982).   Page 297,,1010,130,2.113943,13.7,1.136721,10.34,1.014521,19.82,1.297104,1.78,0.25042,21.6,1.334454,1.06,0.025306,31.94,1.504334912,0.28799835,-0.54061,0.059999827,-1.22185,-999,-999,-999,-999
Picea mariana with understorey shrubs.,Cannell (1982).   Page 297,,1011,51,1.70757,2.9,0.462398,0.45728919,-0.33981,0.423998537,-0.37264,0.137552588,-0.86153,0.56155112,-0.25061,0.045728919,-1.33981,1.018840315,0.008106121,0.014633223,-1.83466,0.003292456,-2.48248,-999,-999,-999,-999
Picea mariana with understorey shrubs.,Cannell (1982).   Page 297,,1012,55,1.740363,3.1,0.491362,0.701754386,-0.15381,1.262483131,0.101226,0.309716599,-0.50904,1.57219973,0.196508,0.048582996,-1.31352,2.273954116,0.356781697,0.062078326,-1.20706,0.011470966,-1.9404,-999,-999,-999,-999
"Pinus banksiana (40%) [a], Populus tremuloides (33%) [a], Betula papyrifera, Populus grandidentata et al.",Cannell (1982).   Page 300,[a] Mean percentage of the total tree number at seven sites over the five years.,1013,1,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.003048316,-2.51594,0.003861268,-2.41327,-999,-999,-999,-999
"Pinus banksiana (40%) [a], Populus tremuloides (33%) [a], Betula papyrifera, Populus grandidentata et al.",Cannell (1982).   Page 300,[a] Mean percentage of the total tree number at seven sites over the five years.,1014,2,0.30103,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.017141152,-1.76596,0.012403093,-1.90647,-999,-999,-999,-999
"Pinus banksiana (40%) [a], Populus tremuloides (33%) [a], Betula papyrifera, Populus grandidentata et al.",Cannell (1982).   Page 300,[a] Mean percentage of the total tree number at seven sites over the five years.,1015,3,0.477121,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.016754829,-1.77586,0.019576723,-1.70826,-999,-999,-999,-999
"Pinus banksiana (40%) [a], Populus tremuloides (33%) [a], Betula papyrifera, Populus grandidentata et al.",Cannell (1982).   Page 300,[a] Mean percentage of the total tree number at seven sites over the five years.,1016,4,0.60206,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.011058851,-1.95629,0.030117575,-1.52118,-999,-999,-999,-999
"Pinus banksiana (40%) [a], Populus tremuloides (33%) [a], Betula papyrifera, Populus grandidentata et al.",Cannell (1982).   Page 300,[a] Mean percentage of the total tree number at seven sites over the five years.,1017,5,0.69897,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.130262677,-0.88518,0.062997019,-1.20068,-999,-999,-999,-999
Pinus rigida and Quercus marilandica,Cannell (1982).   Page 316,,1018,15,1.176091,1.2,0.079181,-999,-999,0.068,-1.16749,0.0205,-1.68825,0.0885,-1.05306,-999,-999,-999,-999,0.019499793,-1.70997,0.013749915,-1.8617,-999,-999,-999,-999
Pinus rigida and Quercus marilandica,Cannell (1982).   Page 316,,1019,18,1.255273,1.1,0.041393,-999,-999,0.070960699,-1.14898,0.022925764,-1.63968,0.09388646,-1.0274,-999,-999,-999,-999,0.016812411,-1.77437,0.012008811,-1.9205,-999,-999,-999,-999
Pinus rigida ,Cannell (1982).   Page 316,,1020,22,1.342423,1.7,0.230449,-999,-999,0.895283019,-0.04804,0.177358491,-0.75115,1.07264151,0.030455,-999,-999,-999,-999,0.086792061,-1.06152,0.05377371,-1.26943,-999,-999,-999,-999
Pinus rigida ,Cannell (1982).   Page 316,,1021,21.5,1.332438,1.3,0.113943,-999,-999,0.36185567,-0.44146,0.087628866,-1.05735,0.44948454,-0.34729,-999,-999,-999,-999,0.038144331,-1.41857,0.025257479,-1.59761,-999,-999,-999,-999
"Pinus rigida (83%) [a], Quercus alba, Quercus velutina, and Quercus ilicifolia",Cannell (1982).   Page 317,[a] Percentage of the total basal area.,1022,-999,-999,6.2,0.792392,-999,-999,46.88172043,1.671004,6.88172043,0.837697,53.7634409,1.730487,-999,-999,-999,-999,3.838707312,0.584185,1.924730817,0.28437,-999,-999,-999,-999
"Pinus rigida (83%) [a], Quercus alba, Quercus velutina, and Quercus ilicifolia",Cannell (1982).   Page 317,[a] Percentage of the total basal area.,1023,-999,-999,-999,-999,-999,-999,23.55555556,1.372093,1.333333333,0.124939,24.8888889,1.396006,-999,-999,-999,-999,1.244445839,0.094976,3.400000649,0.531479,-999,-999,-999,-999
"P. rigida (92%) [a], Quercus stellata, and Q. velutina",Cannell (1982).   Page 317,[a] Percentage of the total basal area.,1024,-999,-999,7.1,0.851258,-999,-999,104.2028986,2.01788,12.02898551,1.080229,116.231884,2.065325,-999,-999,-999,-999,6.347825798,0.802625,4.971014157,0.696445,-999,-999,-999,-999
"P. rigida (92%) [a], Quercus stellata, and Q. velutina",Cannell (1982).   Page 317,[a] Percentage of the total basal area.,1025,-999,-999,-999,-999,-999,-999,21.17647059,1.325854,1.470588235,0.167491,22.6470588,1.355012,-999,-999,-999,-999,1.294118364,0.111974,1.382353129,0.140619,-999,-999,-999,-999
"P. rigida (86-88%) [a], Quercus ilicifolia",Cannell (1982).   Page 317,[a] Percentage of the total basal area.,1026,-999,-999,1.7,0.230449,0.671428571,-0.173,1.114285714,0.046997,0.228571429,-0.64098,1.34285714,0.12803,-999,-999,2.014285714,0.304121073,0.10999932,-0.95861,0.080000002,-1.09691,-999,-999,-999,-999
"P. rigida (86-88%) [a], Quercus ilicifolia",Cannell (1982).   Page 317,[a] Percentage of the total basal area.,1027,-999,-999,-999,-999,0.012804878,-1.89262,0.006097561,-2.21484,0.000609756,-3.21484,0.00670732,-2.17345,-999,-999,0.019512195,-1.70969387,0.000670734,-3.17345,0.000792684,-3.1009,-999,-999,-999,-999
"P. rigida (86-88%) [a], Quercus ilicifolia",Cannell (1982).   Page 317,[a] Percentage of the total basal area.,1028,-999,-999,1.6,0.20412,0.538461538,-0.26885,0.884615385,-0.05325,0.192307692,-0.716,1.07692308,0.032185,-999,-999,1.615384615,0.208275942,0.094872425,-1.02286,0.06666686,-1.17609,-999,-999,-999,-999
"P. rigida (86-88%) [a], Quercus ilicifolia",Cannell (1982).   Page 317,[a] Percentage of the total basal area.,1029,-999,-999,-999,-999,0.093457944,-1.02938,0.046728972,-1.33041,0.009345794,-2.02938,0.05607477,-1.25123,-999,-999,0.14953271,-0.825263795,0.006074772,-2.21647,0.00841124,-2.07514,-999,-999,-999,-999
Picea abies,Cannell (1982).   Page 364,,1030,82,1.913814,17.1,1.232996,17.49209694,1.242842,69.96838778,1.844902,6.006322445,0.778609,75.9747102,1.880669,0.158061117,-0.80117,93.46680717,1.970657407,-999,-999,-999,-999,-999,-999,-999,-999
Picea abies,Cannell (1982).   Page 364,,1031,98,1.991226,19.6,1.292256,31.08415466,1.492539,132.2213798,2.121302,8.188021228,0.913179,140.409401,2.147396,0.303260045,-0.51818,171.4935557,2.234247805,-999,-999,-999,-999,-999,-999,-999,-999
Picea abies,Cannell (1982).   Page 364,,1032,109,2.037426,20,1.30103,41.66666667,1.619789,169.0740741,2.228077,8.981481481,0.953348,178.055556,2.250556,0.37037037,-0.43136,219.7222222,2.341873983,-999,-999,-999,-999,-999,-999,-999,-999
Picea abies,Cannell (1982).   Page 364,,1033,126,2.100371,22.6,1.354108,53.73831776,1.730284,234.228972,2.369641,9.462616822,0.976011,243.691589,2.386841,0.58411215,-0.2335,297.4299065,2.473384635,-999,-999,-999,-999,-999,-999,-999,-999
Picea abies,Cannell (1982).   Page 364,,1034,138,2.139879,22.8,1.357935,43.69825207,1.640464,177.6448942,2.249553,6.807727691,0.833002,184.452622,2.265885,0.367985281,-0.43417,228.150874,2.358222137,-999,-999,-999,-999,-999,-999,-999,-999
Picea abies,Cannell (1982).   Page 364,,1035,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Micranda spruceana, Eperua leucantha and about 130 other species.",Cannell (1982).   Page 370,,1036,-999,-999,20.1,1.303196,12.67857143,1.10307,51.78571429,1.71421,0.857142857,-0.06695,52.6428571,1.721339,-999,-999,65.32142857,1.815055674,0.249999995,-0.60206,0.469645321,-0.32823,0.044642653,-1.35025,0.764285714,-0.116744258
"Micranda spruceana, Eperua leucantha and about 130 other species.",Cannell (1982).   Page 370,,1037,-999,-999,18.6,1.269513,22.74193548,1.356827,95.80645161,1.981395,2.370967742,0.374926,98.1774194,1.992012,-999,-999,120.9193548,2.082495821,0.159676131,-0.79676,0.400000008,-0.39794,0.024193572,-1.6163,0.583870968,-0.233683119
"Micranda spruceana, Eperua leucantha and about 130 other species.",Cannell (1982).   Page 370,,1038,-999,-999,14.1,1.149219,4.468085106,0.650121,19.25531915,1.284551,0.563829787,-0.24885,19.8191489,1.297085,-999,-999,24.28723404,1.385378058,0.045744617,-1.33966,0.239359131,-0.62095,0.006382929,-2.19498,0.291489362,-0.535377291
"Micranda spruceana, Eperua leucantha and about 130 other species.",Cannell (1982).   Page 370,,1039,-999,-999,13.6,1.133539,10.41237113,1.01755,24.12371134,1.382444,0.886597938,-0.05227,25.0103093,1.398119,-999,-999,35.42268041,1.549281421,0.006185574,-2.20862,0.223712371,-0.65031,0.002061864,-2.68574,0.231958763,-0.634589216
"Micranda spruceana, Eperua leucantha and about 130 other species.",Cannell (1982).   Page 370,,1040,-999,-999,14.8,1.170262,6.363636364,0.803705,7.272727273,0.861697,0.314685315,-0.50212,7.58741259,0.880094,-999,-999,13.95104895,1.144606863,-999,-999,-999,-999,-999,-999,-999,-999
"Micranda spruceana, Eperua leucantha and about 130 other species.",Cannell (1982).   Page 370,,1041,-999,-999,16.1,1.206826,8.582089552,0.933593,19.25373134,1.284515,0.373134328,-0.42813,19.6268657,1.292851,-999,-999,28.20895522,1.450387001,-999,-999,-999,-999,-999,-999,-999,-999
"Micranda spruceana, Eperua leucantha and about 130 other species.",Cannell (1982).   Page 371,,1042,-999,-999,16,1.20412,10.94936709,1.039389,11.39240506,1.056615,0.291139241,-0.5359,11.6835443,1.067575,-999,-999,22.63291139,1.354740423,-999,-999,-999,-999,-999,-999,-999,-999
"Micranda spruceana, Eperua leucantha and about 130 other species.",Cannell (1982).   Page 371,,1043,-999,-999,16.9,1.227887,28.71794872,1.458153,44.35897436,1.646981,1.256410256,0.099131,45.6153846,1.659111,-999,-999,74.33333333,1.871183608,-999,-999,-999,-999,-999,-999,-999,-999
"Micranda spruceana, Eperua leucantha and about 130 other species.",Cannell (1982).   Page 371,,1044,-999,-999,16.4,1.214844,16.69902913,1.222691,17.18446602,1.235136,0.708737864,-0.14951,17.8932039,1.252688,-999,-999,34.59223301,1.538978598,-999,-999,-999,-999,-999,-999,-999,-999
"Micranda spruceana, Eperua leucantha and about 130 other species.",Cannell (1982).   Page 371,,1045,-999,-999,15.9,1.201397,7.757009346,0.889694,25.60747664,1.408367,0.607476636,-0.21647,26.2149533,1.418549,-999,-999,33.97196262,1.531120638,-999,-999,-999,-999,-999,-999,-999,-999
"Micranda spruceana, Eperua leucantha and about 130 other species.",Cannell (1982).   Page 371,,1046,-999,-999,19.2,1.283301,18.39622642,1.264729,41.69811321,1.620116,0.70754717,-0.15024,42.4056604,1.627424,-999,-999,60.80188679,1.783917056,-999,-999,-999,-999,-999,-999,-999,-999
"Micranda spruceana, Eperua leucantha and about 130 other species.",Cannell (1982).   Page 371,,1047,-999,-999,15.5,1.190332,6.917293233,0.839936,12.2556391,1.088336,0.413533835,-0.38349,12.6691729,1.102748,-999,-999,19.58646617,1.291956087,-999,-999,-999,-999,-999,-999,-999,-999
"Micranda spruceana, Eperua leucantha and about 130 other species.",Cannell (1982).   Page 371,,1048,-999,-999,10.1,1.004321,8.114285714,0.90925,5.142857143,0.711204,0.285714286,-0.54407,5.42857143,0.734686,-999,-999,13.54285714,1.131710297,-999,-999,-999,-999,-999,-999,-999,-999
